Author,Section,Question,Answer
Raw Text,4.7.0,There are many ways to define a single metric that incorporates aspects of what?,precision and recall
Raw Text,4.7.0,What is the simplest way to define a single metric that incorporates aspects of precision and recall?,F-measure
Raw Text,4.7.0,What parameter differentially weights the importance of recall and precision?,The B parameter
Raw Text,4.7.0,What value favors recall?,B>1
Raw Text,4.7.0,What is the most commonly used metric when precision and recall are equally balanced?,FB=1 or just F1
Raw Text,4.7.0,What does the F-measure come from?,a weighted harmonic mean of precision and recall
Raw Text,4.7.0,What is the reciprocal of the arithmetic mean of reciprocals?,The harmonic mean of a set of numbers
Raw Text,4.7.0,Why is the harmonic mean used?,because it is a conservative metric
Raw Text,4.7.0,What does the harmonic mean weigh more heavily than the arithmetic mean?,lower of the two numbers
Raw Text,4.7.1,"Up to now, we have been describing text classification tasks with how many classes?",two
Raw Text,4.7.1,What do lots of classification tasks in language processing have?,more than two classes
Raw Text,4.7.1,What are the three classes for sentiment analysis?,"positive, negative, neutral"
Raw Text,4.7.1,What is already a multi-class classification algorithm?,naive Bayes algorithm
Raw Text,4.7.1,What definitions will we need to modify to make the naive Bayes algorithm a multi-class classification algorithm?,precision and recall
Raw Text,4.7.1,What is the example confusion matrix for in Fig. 4.5?,"hypothetical 3-way ""one-of"" email categorization decision"
Raw Text,4.7.1,"What are some examples of ""one-of"" email categorization decisions?","urgent, normal, spam"
Raw Text,4.7.1,What did the system mistakenly label as urgent?,one spam document
Raw Text,4.7.1,How can we derive a single metric that tells us how well the system is doing?,combine these values in two ways
Raw Text,4.7.1,"What computes the performance for each class, and then averages over classes?",macroaveraging
Raw Text,4.7.1,In what method do we collect the decisions for all classes into a single confusion matrix?,microaveraging
Raw Text,4.7.1,What figure shows the confusion matrix for each class separately?,4.6
Raw Text,4.7.1,What figure shows the confusion matrix for each class separately?,4.6
Raw Text,4.7.1,What class dominates a microaverage?,more frequent class
Raw Text,4.7.1,What better reflects the statistics of the smaller classes?,macroaverage
Raw Text,4.8,What is another name for the development test set?,devset
Raw Text,4.8,What is the purpose of the test set?,to report its performance
Raw Text,4.8,What does the use of a devset avoid?,overfitting
Raw Text,4.8,Wouldn't it be better if we could use all our data for training and still use all our data for test?,use all our data for training and still use all our data for test
Raw Text,4.8,How can we use all our data for training and still use all our data for test?,by cross-validation
Raw Text,4.8,What does cross-validation repeat with?,a different randomly selected training set and test set
Raw Text,4.8,How many times do we do cross-validation?,10
Raw Text,4.8,What is cross-validation called?,10-fold cross-validation
Raw Text,4.8,What is the problem with cross-validation?,blind
Raw Text,4.8,What is important in designing NLP systems?,looking at the corpus
Raw Text,4.8,What is it common to do in training and testing?,"create a fixed training set and test set, then do 10-fold cross-validation inside the training set"
Raw Text,4.8,What type of cross-validation is done inside a fixed training set and test set?,10-fold cross-validation
Raw Text,4.9.0,"In building systems, we often need to compare the performance of how many systems?",two
Raw Text,4.9.0,How can we know if the new system we just built is better than the old one?,new system we just built is better than our old one
Raw Text,4.9.0,How can we know if the new system we just built is better or worse than the other system described in the literature?,better
Raw Text,4.9.0,What is the domain of comparing the performance of two systems?,statistical hypothesis testing
Raw Text,4.9.0,Who published a study on statistical significance for NLP classifiers in 2012?,Berg-Kirkpatrick et al.
Raw Text,4.9.0,When was Berg-Kirkpatrick et al. published?,2012
Raw Text,4.9.0,What do we compare the performance of classifiers A and B on?,metric M
Raw Text,4.9.0,What is the F1 score of our logistic regression sentiment classifier A?,higher
Raw Text,4.9.0,What is the score that system A gets on test set x?,"M(A,x)"
Raw Text,4.9.0,What means that our logistic regression classifier has a higher F1 than our naive Bayes classifier on X?,"d(x) > 0,"
Raw Text,4.9.0,What is the effect size?,d(x)
Raw Text,4.9.0,What is the F1 score of A higher than that of Bs?,.04
Raw Text,4.9.0,Can we be certain that A is better than B?,We cannot
Raw Text,4.9.0,Can we be certain that A is better than B?,We cannot
Raw Text,4.9.0,Why do we want to know if A's superiority over B is likely to hold again if we checked another test set x'?,A might just be accidentally better than B
Raw Text,4.9.0,How do we test the null hypothesis?,by formalizing two hypotheses
Raw Text,4.9.0,What is the hypothesis H0 called?,the null hypothesis
Raw Text,4.9.0,What hypothesis does the null hypothesis support?,H1
Raw Text,4.9.0,How do we support the null hypothesis?,creating a random variable X ranging over all test sets
Raw Text,4.9.0,What is the probability that we would see if the null hypothesis is true?,d(x)
Raw Text,4.9.0,What is the probability that we would see d(x) assuming the null hypothesis is true?,p-value
Raw Text,4.9.0,What is the probability that we would see d(x)?,assuming A is not better than B
Raw Text,4.9.0,What is A's F1?,.9
Raw Text,4.9.0,What might be less surprising to us if the null hypothesis is true and A is not really better than B?,if d(x) is very small
Raw Text,4.9.0,A very small p-value means that the difference we observed is what under the null hypothesis?,very unlikely
Raw Text,4.9.0,What counts as a p-value if the null hypothesis is true?,very small
Raw Text,4.9.0,What value means that if the p-value (the probability of observing the d we saw assuming H0 is true) is less,.01
Raw Text,4.9.0,"If a result is statistically significant, what is the null hypothesis?",if the d we saw has a probability that is below the threshold
Raw Text,4.9.0,What is the probability of observing the d we saw assuming H0 is true?,p-value
Raw Text,4.9.0,What are two examples of simple parametric tests in NLP?,t-tests or ANOVAs
Raw Text,4.9.0,Parametric tests make assumptions about the distributions of the test statistic that don't generally hold in our cases.,normality
Raw Text,4.9.0,What are non-parametric tests based on?,sampling
Raw Text,4.9.0,"If we had lots of different test sets, what would we measure all the d(x') for all the x'?",x'
Raw Text,4.9.0,What do we get when we measure all the d(x') for all the x'?,a distribution
Raw Text,4.9.0,What percentage of deltas are smaller than the delta we observed?,99% or more
Raw Text,4.9.0,What is the probability of seeing a d(x) as big as the one we saw?,p-value(x)
Raw Text,4.9.0,What is the most common non-parametric test used in NLP?,approximate randomization
Raw Text,4.9.0,What is the most common non-parametric test used in NLP?,bootstrap test
Raw Text,4.9.0,What is the most common non-parametric test used in NLP?,bootstrap
Raw Text,4.9.0,What are those in which we compare two sets of observations that are aligned?,Paired tests
Raw Text,4.9.0,When do Paired tests happen?,when we are comparing the performance of two systems on the same test set
Raw Text,4.9.1,What can apply to any metric?,bootstrap test
Raw Text,4.9.1,What is the term for large numbers of smaller samples with replacement from an original larger sample?,bootstrap samples
Raw Text,4.9.1,How can we create many virtual test sets from an observed test set?,by repeatedly sampling from it
Raw Text,4.9.1,The bootstrap test only makes the assumption that the sample is what?,representative of the population
Raw Text,4.9.1,What is the test set for a tiny text classification example?,x of 10 documents
Raw Text,4.9.1,What row of Fig. 4.8 shows the results of two classifiers?,first row
Raw Text,4.9.1,The first row of Fig. 1 shows the results of two classifiers (A and B) on a test set x of 10 documents,4.8
Raw Text,4.9.1,Which two classifiers get the correct class on the first document?,A and B
Raw Text,4.9.1,"If we assume for simplicity that our metric is accuracy, what is d(z)?",.20
Raw Text,4.9.1,What is a large num of virtual test sets x(i)?,b
Raw Text,4.9.1,What shows a couple examples of virtual test sets?,Fig. 4.8
Raw Text,4.9.1,What figure shows a couple examples of virtual test sets?,4.8
Raw Text,4.9.1,How many times do we repeatedly select a cell from row x with replacement?,n=10 times
Raw Text,4.9.1,What would we create if we randomly selected the second cell of the x row?,first cell of the first virtual test set x(1)
Raw Text,4.9.1,What can we do statistics on now that we have the b test sets?,how often A has an accidental advantage
Raw Text,4.9.1,Who published a version of statistics on how often A has an accidental advantage?,Berg-Kirkpatrick et al.
Raw Text,4.9.1,In what year did Berg-Kirkpatrick et al. publish a version of how often A has an accidental advantage?,(2012)
Raw Text,4.9.1,What does H0 assume?,A isn't better than B
Raw Text,4.9.1,What would we compute to measure exactly how surprising is our observed d(x)?,p-value
Raw Text,4.9.1,Why is the expected value of d(X) over many test sets not true?,assuming A isn't better than B
Raw Text,4.9.1,What is the bias of the original test set x in favor of A?,.20
Raw Text,4.9.1,What is computed by counting over many test sets how often d(x(i)) exceeds the expected value of d(x),p-value
Raw Text,4.9.1,"What is the threshold of 10,000 test sets x(i)?",.01
Raw Text,4.9.1,Where is the full algorithm for the bootstrap shown?,Fig. 4.9
Raw Text,4.9.1,The full algorithm for the bootstrap is shown in Fig. what?,4.9
Raw Text,4.9.1,What is the num of samples b?,b
Raw Text,4.9.1,What does the percentage of b bootstrap test sets in which d(x*(i)) > 2d(x) act as?,one-sided empirical p-value
Raw Text,4.10,What is important to avoid that may result from classifiers?,harms
Raw Text,4.10,What class of harms are caused by a system that demeans a social group?,representational harms
Raw Text,4.10,What are representational harms caused by a system that perpetuates negative stereotypes about a social group?,demeans
Raw Text,4.10,Who examined the performance of 200 sentiment analysis systems on pairs of sentences that were identical except for a common African American first name?,Kiritchenko and Mohammad
Raw Text,4.10,Where did Caliskan and Mohammad examine the performance of 200 sentiment analysis systems on pairs of sentences that were identical except for a common African American,Chapter 6
Raw Text,4.10,Who found that most systems assigned lower sentiment and more negative emotion to sentences with African American names?,"Popp et a1., 2003"
Raw Text,4.10,"Classifiers can lead to representational harms and other harms, such as what?",censorship
Raw Text,4.10,"What is the important text classification task of detecting hate speech, abuse, harassment, or other kinds of toxic language?",toxicity detection
Raw Text,4.10,What classifiers can cause harms?,toxicity classifiers
Raw Text,4.10,Who published a study in which toxicity classifiers incorrectly flag sentences that are non-toxic but simply mention minority identities?,Davidson et al.
Raw Text,4.10,In what year did Davidson and his colleagues publish their findings about toxicity classifiers?,2019
Raw Text,4.10,What could lead to the censoring of discourse by or about minority identities?,false positive errors
Raw Text,4.10,What can cause model problems?,biases or other problems in the training data
Raw Text,4.10,What can cause model problems?,the labels
Raw Text,4.10,What is an important area of research?,mitigation
Raw Text,4.10,What is important when introducing a NLP model?,study these kinds of factors and make them clear
Raw Text,4.10,"What document documents a machine learning model with information like: training algorithms and parameters, motivation, and preprocessing, evaluation data sources, motivation, and",model card
